SubjectID,Motor_label,Label,RMS_Feature_1,RMS_Feature_2,RMS_Feature_3,RMS_Feature_4,RMS_Feature_5,RMS_Feature_6,RMS_Feature_7,RMS_Feature_8,RMS_Feature_9,RMS_Feature_10,RMS_Feature_11,RMS_Feature_12,RMS_Feature_13,RMS_Feature_14,RMS_Feature_15
S1,M1,1,0.5334196073779836,0.49454041660056797,0.48559655691810333,0.48065582079127156,0.5403165622464902,0.518495098585438,0.5077023720790509,0.4791269726864232,0.5794440019952387,0.5155577169520444,0.4932068480199939,0.5176581853209229,0.559638465575847,0.49790141053028,0.5312984461800034
S1,M2,2,0.5114131999472381,0.5270236083129489,0.5405741994717721,0.5358873606664568,0.5403696831599549,0.5206948063698867,0.5235825389934321,0.5056624972251911,0.5334939759293447,0.5314310055356797,0.561252387324702,0.5084468769292106,0.5753494817660416,0.551956605908305,0.544724541810266
S1,M3,3,0.5297487997436385,0.55287644837698,0.5473961639905306,0.511620127269732,0.5207933454776758,0.5237244476478141,0.5141689085005822,0.5389788849383699,0.5343979070383986,0.5295933592369491,0.5214243888308789,0.515212232332176,0.5613586912797108,0.5096846386420067,0.5804270259787392
S1,M4,4,0.5174422056249062,0.5887540752741183,0.5854261172421101,0.5316477732910025,0.5338160675614079,0.5250001993696103,0.5321945659892098,0.5486727360720144,0.523082874861115,0.5336955041979949,0.5355645002818306,0.5484399726933462,0.5823248606689052,0.5643746098534665,0.5741610857332223
S1,M5,5,0.4958823654012843,0.540262928015516,0.5940798046680291,0.5232997469014377,0.5046351678987142,0.5310066961288274,0.5443492056569791,0.568589126902151,0.5171303291296276,0.513199758787278,0.5310451972871322,0.583882894061883,0.5859705939624359,0.5095838864722939,0.5810354524761483
S1,M6,6,0.5554754456765081,0.5451103147183127,0.5191095237976233,0.5762221704461156,0.5622221733512125,0.5436933401721953,0.5297109881276045,0.5091768140357813,0.47912779783360515,0.47164931101720275,0.45688987954803817,0.4809202298653557,0.6036451129264968,0.4659059119869218,0.6286661705196344
S1,M7,7,0.5093058901951009,0.5901187400988293,0.5440478460440729,0.5070915638974263,0.4993090254409981,0.5163857614460013,0.5199753072755031,0.5154386631417341,0.5197903566991927,0.5114949570134145,0.4974072121410419,0.5149188591521181,0.605682780825539,0.4956429636268004,0.5753931598578799
S10,M1,1,0.16609063231911017,0.514431528191435,0.5497187484560039,0.5319316714785823,0.5418592251379138,0.5442059513658514,0.5590299463075323,0.4940661672560229,0.4286153967770909,0.4129152014369586,0.691306039507375,0.5164739425505419,0.5076182196086803,0.533088016897783,0.45489150856473887
S10,M2,2,0.5338183331525275,0.5188266849784204,0.5409724445969064,0.5219580631001225,0.5786656600511901,0.5153677349642012,0.5135918407178706,0.5223754293351479,0.5466731241147318,0.5467243023703235,0.5313645900725854,0.5213658928620706,0.5224372851699413,0.5434924798793707,0.4860428234124223
S10,M3,3,0.5163699949071547,0.5317106194848392,0.542913140761751,0.5230825008446077,0.4952545238542183,0.5290998007699654,0.5661956171529018,0.5432157447741336,0.5274469086661369,0.5454784919257097,0.5016732304372966,0.506399516973962,0.547364542567724,0.6078896646309959,0.547536121893162
S10,M4,4,0.5461230333395977,0.5218570209633548,0.5313295415275092,0.5281862453134518,0.5260807638202134,0.5364116836370895,0.5348101179672569,0.5582329239707906,0.5632181937982581,0.5447844705780847,0.5785544428213379,0.539374729838945,0.5256564270351134,0.593302049353331,0.5093728148208533
S10,M5,5,0.5000674953334745,0.550318221231775,0.5336820974530017,0.5348358510079988,0.5167245126981495,0.5441015084040111,0.5370965249083438,0.523744738515561,0.5523904914510357,0.5339923787132179,0.5060138266663663,0.5491403633104129,0.5161482616463781,0.5043232781917005,0.540644169915722
S10,M6,6,0.5316220593271764,0.541334325579699,0.5363481744864895,0.5322556231048121,0.5222560537433225,0.5164661391969789,0.524404607379207,0.5343123068274529,0.5292023165484784,0.5194627643113139,0.5411329453634718,0.5139180227061195,0.5454950373921126,0.5660381833059093,0.5189893488283306
S10,M7,7,0.5806068013003518,0.5710010339228625,0.5551086634997071,0.5610523425441434,0.47981997132621557,0.5822828332780494,0.5662564665021572,0.5511432493790889,0.5793230293617696,0.5516862648014833,0.5843940977663978,0.5305304570098244,0.4472980416530542,0.5540734385202899,0.5059892185490676
S11,M1,1,0.543097549166444,0.4840410485839658,0.5311393247220232,0.49013027562880745,0.4515021356984225,0.5079611345443706,0.5776435348584339,0.5089897692088798,0.4861744796816911,0.6119750575116134,0.5679650172576961,0.502068580032567,0.46344054320584205,0.46397552359769156,0.4427437822711917
S11,M2,2,0.5473511126992974,0.4830082920202467,0.5398612357930507,0.5273778269315241,0.5094277636605392,0.49610558302303626,0.4977250898845728,0.50397865862458,0.555512288599193,0.5179488321543463,0.5746034084209053,0.524620819194966,0.49691407316651814,0.5263834104637305,0.4986487596952493
S11,M3,3,0.5431419553333644,0.5189407091909989,0.5631091113243205,0.5454108409519313,0.4981471390728517,0.5299316473123589,0.5302379002442894,0.49574847070199696,0.5546741754578614,0.539201505822667,0.5128492111828244,0.5124071865280886,0.5371713316067034,0.4934272109730524,0.5277200637091717
S11,M4,4,0.5145302521961342,0.5335126965308544,0.5269634423635998,0.5242538778283559,0.5014715366314642,0.5388797232819914,0.5479377694057479,0.5295956168188527,0.5043972818707131,0.48375903001628184,0.5265452361847935,0.5163820059843421,0.5505062995518877,0.5669156843165671,0.5514322225565126
S11,M5,5,0.5317631317305584,0.5182610435164533,0.5036717798448265,0.49767379002663825,0.46427875549703684,0.5251055122829256,0.5208071570243141,0.517087574607411,0.5517772812687112,0.5208654807730878,0.5560469537113382,0.5065402353705941,0.5055439395717787,0.532685100446808,0.5138592834452707
S11,M6,6,0.5480684343989262,0.5719637284425834,0.556165632247413,0.5531954471306284,0.5082322320060941,0.5564124244078023,0.5395746643323184,0.49852974316914966,0.4965487137164911,0.5542763969778106,0.5387851559098611,0.525179295518641,0.5253295920412184,0.513820476073301,0.5606429948031861
S11,M7,7,0.5176567931729046,0.5511935284566394,0.5230402021650056,0.5303889752601251,0.5350800031671916,0.5361564890738597,0.5554458095181836,0.5544646998596201,0.5236419317619898,0.477681546899751,0.5239365577039355,0.5363025419470466,0.5410203629683179,0.49891413846872884,0.5524762287427948
S12,M1,1,0.48390176168155685,0.5653962879627941,0.5877323835974549,0.5944178082205089,0.5632638719734779,0.5698296344955371,0.562726435776126,0.5491918636298313,0.5247689429823313,0.5367003910179451,0.5745107332914607,0.5290938334947244,0.5288136576769077,0.5253664658036444,0.5321708673608235
S12,M2,2,0.49809092689172535,0.5698633875720296,0.5050907208730668,0.5176879948776084,0.49953111706201964,0.49794693297773485,0.5135974495913762,0.5357262023490879,0.49945862627341614,0.5390720629343753,0.5091629023076351,0.5559707369140786,0.4908900599134648,0.5150109523191462,0.4980040146326482
S12,M3,3,0.5076333140065048,0.5126962265878744,0.5287592583642022,0.5277476340911306,0.5254212337885799,0.5299682766151014,0.5241065096384777,0.5494779583670895,0.5083488319595479,0.5146942040189725,0.5261695819831378,0.5449090236539874,0.5011322119858205,0.5016691184643072,0.502213840751749
S12,M4,4,0.47372633580816037,0.5524311280770866,0.5257930390707785,0.5447070424262409,0.5307855534054409,0.5197298193471591,0.5159894843299744,0.5365593077993187,0.5149550161936756,0.5128080731083295,0.5246840936263205,0.49038217453144384,0.5083860351000627,0.5113653228185416,0.5144075312277384
S12,M5,5,0.5025812600401375,0.5213207330752475,0.5298676478834438,0.527825527081394,0.5310292645575743,0.5076332917403386,0.5249197894051916,0.5671114580413373,0.5368732613779466,0.5184238552222853,0.516611804228242,0.4928461282610866,0.5077861973384389,0.5345363917743977,0.5288663016447794
S12,M6,6,0.4886216915910516,0.49775079852945225,0.537293004501978,0.5396791642091018,0.5168899153580162,0.5219816057797206,0.5324163246661976,0.527240224916536,0.5069605880753653,0.5184834857951599,0.5073935277766314,0.5160617196983607,0.5266599197655208,0.5261781875887954,0.515790546391666
S12,M7,7,0.5111331259801488,0.5245012793961465,0.5062829706338257,0.5095853365732076,0.5203991582323649,0.5131274282247202,0.5270187115301926,0.5171651912835881,0.5123967929370921,0.47460466800886303,0.5067880478777713,0.4994656648718805,0.5174431318393159,0.49565808101112435,0.5321587281452608
S13,M1,1,0.5800650808553691,0.509530924898346,0.4911823824597493,0.48523500064668523,0.4921983386437605,0.5034120449831336,0.5150755047496417,0.48992518794100787,0.5751323937048136,0.2811478008036158,0.4765563646017945,0.5741825197510936,0.4835908911142168,0.45767063002381697,0.5167821434376733
S13,M2,2,0.5523506202866628,0.47433207700874175,0.49680109051574395,0.5008402010182473,0.5020218188399268,0.5114818380139745,0.5061039703237482,0.5016615660722199,0.5030352776199495,0.5229444755856975,0.5131053821059703,0.5150345210446099,0.5100106481911986,0.5104838300856234,0.5001082320620067
S13,M3,3,0.5219456881757314,0.5468812268026538,0.5134142913731373,0.49804909211786164,0.5321049843330476,0.5227723925943668,0.5290265555719494,0.5214892683221197,0.516931034509811,0.539371720284238,0.503028581407744,0.5210037530665421,0.53045601462283,0.49774120476297395,0.5132644374381039
S13,M4,4,0.5137414656082017,0.5151714127465941,0.5048715343195574,0.48972774318003703,0.49016520443969985,0.4837701904751592,0.4891837999562386,0.5039484110157454,0.5159646812118994,0.5230905868372182,0.5238271486208422,0.5129210075152695,0.5088050740165816,0.5111255873532012,0.47830488134290494
S13,M5,5,0.5572499790946424,0.5186450829879273,0.5179184407481637,0.5110996842604809,0.5354596641688885,0.5424142762646904,0.5208359301985016,0.5092967013793167,0.5572831848216527,0.5331224710780025,0.5072961538457276,0.5132530915777039,0.5217751521325629,0.5112647981455651,0.5188659037963362
S13,M6,6,0.49233939372099955,0.5516915697175054,0.5337311590450639,0.5412199783659986,0.5310587777445921,0.5461446193961356,0.5364398141490506,0.536954930026327,0.4785539917502712,0.4695555968019491,0.5120678446181021,0.5450997764832354,0.5255707171597795,0.518437081022197,0.5227575883335411
S13,M7,7,0.509983900572937,0.5297052805282413,0.5231591709801593,0.5376722893519628,0.5287886276310543,0.5127063185983615,0.5234064712123254,0.5356065970670223,0.5044950174381508,0.5391081621679713,0.48766369102489315,0.4667380201482206,0.5121138653481431,0.510261417881644,0.5072651513481269
S14,M1,1,0.5556267783975404,0.5585421343608252,0.494258335678232,0.6037757503210639,0.6153818731093391,0.5628420646636143,0.5676255423925751,0.5731513358373359,0.4405783156305726,0.6749705271395786,0.5969556301932413,0.5240440224434326,0.39279577513146124,0.5748498348730275,0.47096764630081855
S14,M2,2,0.5475131920087575,0.5422126992079856,0.5385721085259035,0.5033081844120735,0.5274779178879456,0.5102113253251803,0.5324486005191097,0.5252767751236774,0.5222281279034551,0.5491281148019855,0.5235956497854293,0.5330315197580001,0.5157226456795112,0.5295455062624589,0.5463131155020863
S14,M3,3,0.5300022455917466,0.5355578751488478,0.5312657694733632,0.5260449845006777,0.543934656039221,0.5046163754868627,0.5302346472678581,0.5082275709251483,0.538221705674137,0.5675843046119259,0.5301814076895355,0.4860738907935086,0.5334813566045008,0.5374636016918648,0.4828334660394443
S14,M4,4,0.5237773227275262,0.5436313992591174,0.5528760753672323,0.5617142906228627,0.5697730505800777,0.5158271493239244,0.5430535007539405,0.5340577918189291,0.5252345871342763,0.5320211675242369,0.5403421732480759,0.537982106967303,0.536826613591532,0.5279770541626124,0.536461953907457
S14,M5,5,0.5457592951819987,0.537703332881377,0.5345035690302324,0.550933851490116,0.5520422914808207,0.546650176379278,0.542697652829949,0.5615186718416572,0.5495494514221807,0.5290842925048855,0.5161223804635939,0.5144423576853717,0.5293063501882689,0.538314505060047,0.5283299653868531
S14,M6,6,0.5099016548813102,0.5345161699778107,0.5267190054085916,0.5437870202852912,0.5655076223127704,0.5416533612893162,0.5519362091310616,0.5469216280507769,0.5481606299676844,0.5018416955627351,0.5426724466763883,0.5357139152405572,0.5559139703513865,0.5762211209417689,0.533860321713484
S14,M7,7,0.5489129701871718,0.5496759244115321,0.516562903635928,0.5118384299623537,0.5134469638451675,0.5460974111506351,0.5866477025910227,0.5264606675675224,0.5331760749805631,0.5337998617664871,0.55230538654489,0.5477994843659152,0.5048670866663139,0.5045526907627889,0.5441917242697685
S17,M1,1,0.42663573781411024,0.47516272966759265,0.4340014891770215,0.5476843237897765,0.5585070056155015,0.4858911491411175,0.5835349980194998,0.5415930365709037,0.42036597185290303,0.5373215714816129,0.565735695703362,0.4574250689730502,0.7065912846357326,0.6068753625070399,0.37669695748788296
S17,M2,2,0.5622015893084684,0.5431072934595447,0.5367256879246591,0.5710599478440933,0.5986227689865803,0.530302768213678,0.5345096873883779,0.5864983442873353,0.5218062817317588,0.5083190287375521,0.5293613734082728,0.4963189886961937,0.5318876603651598,0.5809286977108047,0.5526813818825531
S17,M3,3,0.5476217223174005,0.6052836385418638,0.6246918793154438,0.5742307573294507,0.5232670298765969,0.582352443190025,0.5498883559178994,0.5416558284668194,0.5309284530893297,0.5424242350380226,0.5361229728754242,0.5175224648734215,0.5304576793653155,0.5629976685266245,0.5416351568354584
S17,M4,4,0.5694521326145054,0.5466879285402108,0.5341786665340826,0.5477824159872602,0.5884040328826033,0.521287461654733,0.5321169099087291,0.54545588741638,0.5433897817433481,0.5351694382694047,0.5370515022676451,0.5162866680285159,0.5472475952845446,0.5442673779344728,0.5387014297396577
S17,M5,5,0.5383350306531198,0.5100640665341653,0.5165173999882231,0.5374168026128463,0.5126249961215026,0.5128049806554691,0.5022652358217313,0.5443370950156756,0.5472794617127671,0.5655955063550538,0.5380953976899312,0.5535768937924537,0.5462455846331875,0.5286981828844127,0.486732947643862
S17,M6,6,0.5840318710661049,0.5532713609238422,0.5542808834040287,0.5747053608360668,0.5704579424021732,0.543001068088636,0.5764457880098993,0.5837649038587895,0.5239616598376744,0.51327039779139,0.529219134375665,0.5299451543571528,0.5474304132929788,0.5292827688810827,0.4897696636940899
S17,M7,7,0.5552713204491645,0.5702161095150778,0.5554059085416727,0.5772998352820633,0.5843963132804705,0.5577786287845616,0.5437155913459141,0.5315456446585325,0.527969972172157,0.47670936321406715,0.5031582311769587,0.4852931416022009,0.5111376623416506,0.5346927088676773,0.5466650351587445
S18,M1,1,0.5549791550408796,0.6645110479600951,0.6994436714907201,0.586662625865767,0.5230381037798331,0.6144974089932107,0.6417908949049663,0.5864214031260818,0.5917246183942549,0.5313592726430604,0.49866598845332616,0.5025439347107904,0.5352629115014219,0.6077606982001135,0.5314480447462728
S18,M2,2,0.6138410066869249,0.48861772066109027,0.5232434377325751,0.5172033775307672,0.496616736018627,0.5471188316526356,0.5347667787043864,0.524959764149046,0.5226869216469875,0.5369013144194341,0.5168887153938371,0.5129603212765781,0.5477883069021654,0.550429920807441,0.5599687486072621
